,Date,Player,Pts
6715,2021-02-03,"Bazley,Darius",18
6716,2021-02-03,"Diallo,Hamidou",16
6717,2021-02-03,"Horford,Al",17
6718,2021-02-03,"Dort,Luguentz",0
6719,2021-02-03,"Jackson,Justin",4
6720,2021-02-03,"Williams,Kenrich",19
6721,2021-02-03,"Roby,Isaiah",13
6722,2021-02-03,"Muscala,Mike",8
6723,2021-02-03,"Miller,Darius",3
6724,2021-02-03,"Reid,Naz",8
6725,2021-02-03,"Beasley,Malik",29
6726,2021-02-03,"Edwards,Anthony",14
6727,2021-02-03,"Russell,D'Angelo",20
6728,2021-02-03,"Okogie,Josh",3
6729,2021-02-03,"Rubio,Ricky",8
6730,2021-02-03,"McDaniels,Jaden",3
6731,2021-02-03,"Nowell,Jaylen",10
6732,2021-02-03,"Vanderbilt,Jarred",2
6733,2021-02-03,"Layman,Jake",11
6734,2021-02-03,"DeRozan,DeMar",30
6735,2021-02-03,"Poeltl,Jakob",19
6736,2021-02-03,"Murray,Dejounte",15
6737,2021-02-03,"Walker,Lonnie",2
6738,2021-02-03,"Johnson,Keldon",6
6739,2021-02-03,"Mills,Patty",8
6740,2021-02-03,"White,Derrick",10
6741,2021-02-03,"Vassell,Devin",7
6742,2021-02-03,"Lyles,Trey",9
6743,2021-02-03,"Eubanks,Drew",5
6744,2021-02-03,"Bridges,Mikal",8
6745,2021-02-03,"Booker,Devin",25
6746,2021-02-03,"Ayton,Deandre",13
6747,2021-02-03,"Johnson,Cameron",8
6748,2021-02-03,"Paul,Chris",10
6749,2021-02-03,"Kaminsky,Frank",6
6750,2021-02-03,"Moore,E'Twaun",7
6751,2021-02-03,"Galloway,Langston",5
6752,2021-02-03,"Nader,Abdel",11
6753,2021-02-03,"Crowder,Jae",3
6754,2021-02-03,"Jones,Damian",5
6755,2021-02-03,"Smith,Jalen",0
6756,2021-02-03,"Carter,Jevon",0
6757,2021-02-03,"Ingram,Brandon",23
6758,2021-02-03,"Williamson,Zion",28
6759,2021-02-03,"Bledsoe,Eric",11
6760,2021-02-03,"Adams,Steven",11
6761,2021-02-03,"Ball,Lonzo",18
6762,2021-02-03,"Hart,Josh",10
6763,2021-02-03,"Alexander-Walker,Nickeil",6
6764,2021-02-03,"Hernangómez,Willy",4
6765,2021-02-03,"Redick,J.J.",10
6766,2021-02-03,"Melli,Nicolò",0
6767,2021-02-03,"Lewis,Kira",2
6768,2021-02-03,"Thornwell,Sindarius",0
6769,2021-02-03,"Gabriel,Wenyen",0
6770,2021-02-03,"Tatum,Jayson",27
6771,2021-02-03,"Brown,Jaylen",21
6772,2021-02-03,"Theis,Daniel",11
6773,2021-02-03,"Teague,Jeff",7
6774,2021-02-03,"Thompson,Tristan",17
6775,2021-02-03,"Waters,Tremont",3
6776,2021-02-03,"Williams,Robert",9
6777,2021-02-03,"Williams,Grant",5
6778,2021-02-03,"Green,Javonte",3
6779,2021-02-03,"Ojeleye,Semi",5
6780,2021-02-03,"Edwards,Carsen",3
6781,2021-02-03,"Hield,Buddy",15
6782,2021-02-03,"Fox,De'Aaron",26
6783,2021-02-03,"Barnes,Harrison",24
6784,2021-02-03,"Holmes,Richaun",7
6785,2021-02-03,"Bagley,Marvin",9
6786,2021-02-03,"Haliburton,Tyrese",21
6787,2021-02-03,"Joseph,Cory",2
6788,2021-02-03,"Whiteside,Hassan",9
6789,2021-02-03,"Robinson,Glenn",3
6790,2021-02-04,"Mitchell,Donovan",18
6791,2021-02-04,"Bogdanović,Bojan",21
6792,2021-02-04,"O'Neale,Royce",2
6793,2021-02-04,"Gobert,Rudy",11
6794,2021-02-04,"Conley,Mike",11
6795,2021-02-04,"Ingles,Joe",6
6796,2021-02-04,"Clarkson,Jordan",23
6797,2021-02-04,"Favors,Derrick",9
6798,2021-02-04,"Niang,Georges",5
6799,2021-02-04,"Oni,Miye",0
6800,2021-02-04,"Brantley,Jarrell",6
6801,2021-02-04,"Morgan,Juwan",0
6802,2021-02-04,"Harrison,Shaquille",0
6803,2021-02-04,"Huerter,Kevin",16
6804,2021-02-04,"Collins,John",17
6805,2021-02-04,"Reddish,Cam",12
6806,2021-02-04,"Rondo,Rajon",0
6807,2021-02-04,"Capela,Clint",6
6808,2021-02-04,"Snell,Tony",12
6809,2021-02-04,"Goodwin,Brandon",6
6810,2021-02-04,"Gallinari,Danilo",5
6811,2021-02-04,"Hill,Solomon",6
6812,2021-02-04,"Knight,Nathan",5
6813,2021-02-04,"Fernando,Bruno",4
6814,2021-02-04,"Mays,Skylar",2
6815,2021-02-04,"Toscano-Anderson,Juan",14
6816,2021-02-04,"Oubre,Kelly",40
6817,2021-02-04,"Curry,Stephen",28
6818,2021-02-04,"Wiggins,Andrew",18
6819,2021-02-04,"Green,Draymond",11
6820,2021-02-04,"Lee,Damion",17
6821,2021-02-04,"Wanamaker,Brad",2
6822,2021-02-04,"Bazemore,Kent",5
6823,2021-02-04,"Mulder,Mychal",12
6824,2021-02-04,"Dončić,Luka",27
6825,2021-02-04,"Richardson,Josh",6
6826,2021-02-04,"Finney-Smith,Dorian",5
6827,2021-02-04,"Porziņģis,Kristaps",25
6828,2021-02-04,"Kleber,Maxi",2
6829,2021-02-04,"Hardaway,Tim",19
6830,2021-02-04,"Brunson,Jalen",18
6831,2021-02-04,"Powell,Dwight",1
6832,2021-02-04,"Burke,Trey",4
6833,2021-02-04,"Johnson,James",2
6834,2021-02-04,"Marjanović,Boban",4
6835,2021-02-04,"Cauley-Stein,Willie",3
6836,2021-02-04,"Iwundu,Wesley",0
6837,2021-02-04,"Green,Josh",0
6838,2021-02-04,"Trent,Gary",24
6839,2021-02-04,"Covington,Robert",9
6840,2021-02-04,"Hood,Rodney",16
6841,2021-02-04,"Kanter,Enes",17
6842,2021-02-04,"Anthony,Carmelo",22
6843,2021-02-04,"Elleby,CJ",15
6844,2021-02-04,"Simons,Anfernee",14
6845,2021-02-04,"Giles,Harry",4
6846,2021-02-04,"Blevins,Keljin",0
6847,2021-02-04,"Korkmaz,Furkan",13
6848,2021-02-04,"Embiid,Joel",37
6849,2021-02-04,"Harris,Tobias",12
6850,2021-02-04,"Green,Danny",3
6851,2021-02-04,"Curry,Seth",0
6852,2021-02-04,"Thybulle,Matisse",3
6853,2021-02-04,"Milton,Shake",12
6854,2021-02-04,"Maxey,Tyrese",15
6855,2021-02-04,"Howard,Dwight",2
6856,2021-02-04,"Joe,Isaiah",6
6857,2021-02-04,"Bradley,Tony",2
6858,2021-02-04,"Poirier,Vincent",0
6859,2021-02-04,"Tucker,P.J.",3
6860,2021-02-04,"Gordon,Eric",20
6861,2021-02-04,"Tate,Jae'Sean",19
6862,2021-02-04,"Wall,John",22
6863,2021-02-04,"Wood,Christian",17
6864,2021-02-04,"House,Danuel",13
6865,2021-02-04,"Brown,Sterling",9
6866,2021-02-04,"Cousins,DeMarcus",5
6867,2021-02-04,"McLemore,Ben",3
6868,2021-02-04,"Jones,Mason",0
6869,2021-02-04,"Kurucs,Rodions",4
6870,2021-02-04,"Morant,Ja",15
6871,2021-02-04,"Brooks,Dillon",11
6872,2021-02-04,"Clarke,Brandon",13
6873,2021-02-04,"Anderson,Kyle",3
6874,2021-02-04,"Tillman,Xavier",9
6875,2021-02-04,"Bane,Desmond",16
6876,2021-02-04,"Melton,De'Anthony",8
6877,2021-02-04,"Dieng,Gorgui",8
6878,2021-02-04,"Jones,Tyus",13
6879,2021-02-04,"Konchar,John",7
6880,2021-02-04,"Murray,Jamal",20
6881,2021-02-04,"Barton,Will",9
6882,2021-02-04,"Jokić,Nikola",13
6883,2021-02-04,"Millsap,Paul",6
6884,2021-02-04,"Green,JaMychal",14
6885,2021-02-04,"Morris,Monte",16
6886,2021-02-04,"Porter,Michael",8
6887,2021-02-04,"Hartenstein,Isaiah",3
6888,2021-02-04,"Nnaji,Zeke",3
6889,2021-02-04,"Bol,Bol",1
6890,2021-02-04,"Howard,Markus",0
6891,2021-02-04,"Hampton,R.J.",0
6892,2021-02-04,"Čančar,Vlatko",0
6893,2021-02-04,"Campazzo,Facundo",0
6894,2021-02-04,"James,LeBron",27
6895,2021-02-04,"Davis,Anthony",13
6896,2021-02-04,"Schröder,Dennis",21
6897,2021-02-04,"Caldwell-Pope,Kentavious",10
6898,2021-02-04,"Gasol,Marc",2
6899,2021-02-04,"Kuzma,Kyle",11
6900,2021-02-04,"Harrell,Montrezl",13
6901,2021-02-04,"Horton-Tucker,Talen",17
6902,2021-02-04,"Caruso,Alex",0
6903,2021-02-04,"McKinnie,Alfonzo",0
6904,2021-02-04,"Cook,Quinn",0
6905,2021-02-05,"Ingram,Brandon",30
6906,2021-02-05,"Ball,Lonzo",20
6907,2021-02-05,"Williamson,Zion",18
6908,2021-02-05,"Adams,Steven",12
6909,2021-02-05,"Bledsoe,Eric",5
6910,2021-02-05,"Hart,Josh",11
6911,2021-02-05,"Hernangómez,Willy",2
6912,2021-02-05,"Alexander-Walker,Nickeil",4
6913,2021-02-05,"Redick,J.J.",12
6914,2021-02-05,"Thornwell,Sindarius",0
6915,2021-02-05,"Holiday,Justin",22
6916,2021-02-05,"Sabonis,Domantas",8
6917,2021-02-05,"Brogdon,Malcolm",13
6918,2021-02-05,"Turner,Myles",12
6919,2021-02-05,"Lamb,Jeremy",17
6920,2021-02-05,"McDermott,Doug",14
6921,2021-02-05,"McConnell,T.J.",9
6922,2021-02-05,"Bitadze,Goga",10
6923,2021-02-05,"Holiday,Aaron",8
6924,2021-02-05,"LaVine,Zach",26
6925,2021-02-05,"Williams,Patrick",20
6926,2021-02-05,"White,Coby",16
6927,2021-02-05,"Markkanen,Lauri",13
6928,2021-02-05,"Gafford,Daniel",4
6929,2021-02-05,"Young,Thaddeus",15
6930,2021-02-05,"Temple,Garrett",5
6931,2021-02-05,"Satoranský,Tomáš",6
6932,2021-02-05,"Valentine,Denzel",14
6933,2021-02-05,"Hutchison,Chandler",0
6934,2021-02-05,"Vučević,Nikola",43
6935,2021-02-05,"Anthony,Cole",17
6936,2021-02-05,"Fournier,Evan",20
6937,2021-02-05,"Ennis,James",14
6938,2021-02-05,"Clark,Gary",0
6939,2021-02-05,"Ross,Terrence",7
6940,2021-02-05,"Bacon,Dwayne",7
6941,2021-02-05,"Birch,Khem",7
6942,2021-02-05,"Okeke,Chuma",4
6943,2021-02-05,"Mason,Frank",4
6944,2021-02-05,"Siakam,Pascal",33
6945,2021-02-05,"VanVleet,Fred",11
6946,2021-02-05,"Lowry,Kyle",30
6947,2021-02-05,"Powell,Norman",18
6948,2021-02-05,"Baynes,Aron",9
6949,2021-02-05,"Boucher,Chris",17
6950,2021-02-05,"Bembry,DeAndre'",5
6951,2021-02-05,"Johnson,Stanley",0
6952,2021-02-05,"Watanabe,Yuta",0
6953,2021-02-05,"Harden,James",17
6954,2021-02-05,"Harris,Joe",19
6955,2021-02-05,"Irving,Kyrie",15
6956,2021-02-05,"Brown,Bruce",13
6957,2021-02-05,"Jordan,DeAndre",10
6958,2021-02-05,"Green,Jeff",15
6959,2021-02-05,"Shamet,Landry",12
6960,2021-02-05,"Durant,Kevin",8
6961,2021-02-05,"Luwawu-Cabarrot,Timothé",8
6962,2021-02-05,"Antetokounmpo,Giannis",33
6963,2021-02-05,"Middleton,Khris",15
6964,2021-02-05,"Holiday,Jrue",17
6965,2021-02-05,"Lopez,Brook",13
6966,2021-02-05,"DiVincenzo,Donte",11
6967,2021-02-05,"Portis,Bobby",14
6968,2021-02-05,"Augustin,D.J.",7
6969,2021-02-05,"Connaughton,Pat",0
6970,2021-02-05,"Forbes,Bryn",9
6971,2021-02-05,"Craig,Torrey",4
6972,2021-02-05,"Adams,Jaylen",0
6973,2021-02-05,"Sexton,Collin",19
6974,2021-02-05,"Prince,Taurean",12
6975,2021-02-05,"Okoro,Isaac",10
6976,2021-02-05,"Drummond,Andre",18
6977,2021-02-05,"Garland,Darius",13
6978,2021-02-05,"Osman,Cedi",12
6979,2021-02-05,"Allen,Jarrett",13
6980,2021-02-05,"Stevens,Lamar",4
6981,2021-02-05,"Windler,Dylan",4
6982,2021-02-05,"Wade,Dean",0
6983,2021-02-05,"Bogdanović,Bojan",31
6984,2021-02-05,"O'Neale,Royce",9
6985,2021-02-05,"Mitchell,Donovan",30
6986,2021-02-05,"Gobert,Rudy",12
6987,2021-02-05,"Conley,Mike",16
6988,2021-02-05,"Ingles,Joe",10
6989,2021-02-05,"Clarkson,Jordan",15
6990,2021-02-05,"Favors,Derrick",7
6991,2021-02-05,"Niang,Georges",5
6992,2021-02-05,"Oni,Miye",3
6993,2021-02-05,"Ball,LaMelo",34
6994,2021-02-05,"Hayward,Gordon",25
6995,2021-02-05,"Rozier,Terry",15
6996,2021-02-05,"Zeller,Cody",6
6997,2021-02-05,"Graham,Devonte'",11
6998,2021-02-05,"Monk,Malik",6
6999,2021-02-05,"Martin,Caleb",7
7000,2021-02-05,"Biyombo,Bismack",13
7001,2021-02-05,"Bridges,Miles",2
7002,2021-02-05,"Martin,Cody",0
7003,2021-02-05,"Richards,Nick",2
7004,2021-02-05,"Beal,Bradley",7
7005,2021-02-05,"Hachimura,Rui",12
7006,2021-02-05,"Westbrook,Russell",13
7007,2021-02-05,"Lopez,Robin",6
7008,2021-02-05,"Avdija,Deni",4
7009,2021-02-05,"Smith,Ish",8
7010,2021-02-05,"Len,Alex",18
7011,2021-02-05,"Bonga,Isaac",3
7012,2021-02-05,"Robinson,Jerome",7
7013,2021-02-05,"Bertāns,Dāvis",9
7014,2021-02-05,"Brown,Troy",5
7015,2021-02-05,"Mathews,Garrison",0
7016,2021-02-05,"Wagner,Moritz",3
7017,2021-02-05,"Adebayo,Bam",21
7018,2021-02-05,"Robinson,Duncan",6
7019,2021-02-05,"Butler,Jimmy",14
7020,2021-02-05,"Dragić,Goran",9
7021,2021-02-05,"Olynyk,Kelly",17
7022,2021-02-05,"Nunn,Kendrick",25
7023,2021-02-05,"Herro,Tyler",17
7024,2021-02-05,"Iguodala,Andre",6
7025,2021-02-05,"Achiuwa,Precious",4
7026,2021-02-05,"Strus,Max",3
7027,2021-02-05,"Okpala,KZ",0
7028,2021-02-05,"Vincent,Gabe",0
7029,2021-02-05,"Edwards,Anthony",9
7030,2021-02-05,"Beasley,Malik",24
7031,2021-02-05,"Russell,D'Angelo",21
7032,2021-02-05,"Reid,Naz",17
7033,2021-02-05,"Okogie,Josh",0
7034,2021-02-05,"McDaniels,Jaden",0
7035,2021-02-05,"Rubio,Ricky",3
7036,2021-02-05,"Vanderbilt,Jarred",8
7037,2021-02-05,"Layman,Jake",10
7038,2021-02-05,"Nowell,Jaylen",14
7039,2021-02-05,"Diallo,Hamidou",16
7040,2021-02-05,"Williams,Kenrich",9
7041,2021-02-05,"Bazley,Darius",12
7042,2021-02-05,"Roby,Isaiah",11
7043,2021-02-05,"Horford,Al",26
7044,2021-02-05,"Jackson,Justin",7
7045,2021-02-05,"Muscala,Mike",13
7046,2021-02-05,"Miller,Darius",9
7047,2021-02-05,"Grant,Jerami",21
7048,2021-02-05,"Bey,Saddiq",14
7049,2021-02-05,"Wright,Delon",5
7050,2021-02-05,"Plumlee,Mason",11
7051,2021-02-05,"Griffin,Blake",9
7052,2021-02-05,"Jackson,Josh",11
7053,2021-02-05,"Stewart,Isaiah",10
7054,2021-02-05,"Doumbouya,Sekou",2
7055,2021-02-05,"Mykhailiuk,Svi",5
7056,2021-02-05,"McGruder,Rodney",4
7057,2021-02-05,"Lee,Saben",0
7058,2021-02-05,"Jackson,Frank",0
7059,2021-02-05,"Ayton,Deandre",8
7060,2021-02-05,"Bridges,Mikal",6
7061,2021-02-05,"Booker,Devin",23
7062,2021-02-05,"Paul,Chris",20
7063,2021-02-05,"Kaminsky,Frank",15
7064,2021-02-05,"Moore,E'Twaun",11
7065,2021-02-05,"Johnson,Cameron",14
7066,2021-02-05,"Nader,Abdel",7
7067,2021-02-05,"Galloway,Langston",5
7068,2021-02-05,"Jones,Damian",0
7069,2021-02-05,"Smith,Jalen",0
7070,2021-02-05,"Carter,Jevon",0
7071,2021-02-05,"Tatum,Jayson",34
7072,2021-02-05,"Walker,Kemba",24
7073,2021-02-05,"Williams,Grant",11
7074,2021-02-05,"Thompson,Tristan",11
7075,2021-02-05,"Theis,Daniel",0
7076,2021-02-05,"Edwards,Carsen",16
7077,2021-02-05,"Pritchard,Payton",8
7078,2021-02-05,"Ojeleye,Semi",5
7079,2021-02-05,"Teague,Jeff",0
7080,2021-02-05,"Williams,Robert",10
7081,2021-02-05,"Batum,Nicolas",16
7082,2021-02-05,"Leonard,Kawhi",28
7083,2021-02-05,"Ibaka,Serge",7
7084,2021-02-05,"Kennard,Luke",13
7085,2021-02-05,"Jackson,Reggie",2
7086,2021-02-05,"Morris,Marcus",13
7087,2021-02-05,"Williams,Lou",18
7088,2021-02-05,"Zubac,Ivica",14
7089,2021-02-05,"Mann,Terance",4
7090,2021-02-06,"Lillard,Damian",29
7091,2021-02-06,"Covington,Robert",13
7092,2021-02-06,"Trent,Gary",19
7093,2021-02-06,"Kanter,Enes",13
7094,2021-02-06,"Hood,Rodney",7
7095,2021-02-06,"Simons,Anfernee",12
7096,2021-02-06,"Jones,Derrick",3
7097,2021-02-06,"Anthony,Carmelo",2
7098,2021-02-06,"Giles,Harry",1
7099,2021-02-06,"Randle,Julius",22
7100,2021-02-06,"Payton,Elfrid",22
7101,2021-02-06,"Barrett,RJ",18
7102,2021-02-06,"Robinson,Mitchell",6
7103,2021-02-06,"Bullock,Reggie",10
7104,2021-02-06,"Burks,Alec",16
7105,2021-02-06,"Gibson,Taj",2
7106,2021-02-06,"Quickley,Immanuel",12
7107,2021-02-06,"Toppin,Obi",2
7108,2021-02-06,"Rivers,Austin",0
7109,2021-02-06,"Jokić,Nikola",50
7110,2021-02-06,"Barton,Will",11
7111,2021-02-06,"Morris,Monte",11
7112,2021-02-06,"Porter,Michael",8
7113,2021-02-06,"Millsap,Paul",14
7114,2021-02-06,"Hampton,R.J.",7
7115,2021-02-06,"Green,JaMychal",10
7116,2021-02-06,"Howard,Markus",3
7117,2021-02-06,"Čančar,Vlatko",0
7118,2021-02-06,"Hield,Buddy",5
7119,2021-02-06,"Fox,De'Aaron",24
7120,2021-02-06,"Barnes,Harrison",28
7121,2021-02-06,"Holmes,Richaun",21
7122,2021-02-06,"Bagley,Marvin",3
7123,2021-02-06,"Haliburton,Tyrese",23
7124,2021-02-06,"Whiteside,Hassan",11
7125,2021-02-06,"Joseph,Cory",2
7126,2021-02-06,"Robinson,Glenn",2
7127,2021-02-06,"Valentine,Denzel",20
7128,2021-02-06,"Williams,Patrick",16
7129,2021-02-06,"LaVine,Zach",39
7130,2021-02-06,"White,Coby",13
7131,2021-02-06,"Gafford,Daniel",2
7132,2021-02-06,"Satoranský,Tomáš",9
7133,2021-02-06,"Young,Thaddeus",11
7134,2021-02-06,"Temple,Garrett",6
7135,2021-02-06,"Arcidiacono,Ryan",0
7136,2021-02-06,"Felício,Cristiano",2
7137,2021-02-06,"Kornet,Luke",0
7138,2021-02-06,"Bacon,Dwayne",16
7139,2021-02-06,"Clark,Gary",3
7140,2021-02-06,"Anthony,Cole",11
7141,2021-02-06,"Ennis,James",6
7142,2021-02-06,"Vučević,Nikola",17
7143,2021-02-06,"Mason,Frank",10
7144,2021-02-06,"Okeke,Chuma",2
7145,2021-02-06,"Ross,Terrence",13
7146,2021-02-06,"Birch,Khem",0
7147,2021-02-06,"Bamba,Mohamed",14
7148,2021-02-06,"VanVleet,Fred",25
7149,2021-02-06,"Lowry,Kyle",9
7150,2021-02-06,"Siakam,Pascal",15
7151,2021-02-06,"Powell,Norman",20
7152,2021-02-06,"Baynes,Aron",2
7153,2021-02-06,"Boucher,Chris",29
7154,2021-02-06,"Bembry,DeAndre'",6
7155,2021-02-06,"Davis,Terence",7
7156,2021-02-06,"Johnson,Stanley",8
7157,2021-02-06,"Watanabe,Yuta",0
7158,2021-02-06,"Huerter,Kevin",19
7159,2021-02-06,"Young,Trae",28
7160,2021-02-06,"Collins,John",19
7161,2021-02-06,"Reddish,Cam",10
7162,2021-02-06,"Capela,Clint",23
7163,2021-02-06,"Gallinari,Danilo",14
7164,2021-02-06,"Snell,Tony",6
7165,2021-02-06,"Rondo,Rajon",2
7166,2021-02-06,"Hill,Solomon",8
7167,2021-02-06,"Okongwu,Onyeka",3
7168,2021-02-06,"Antetokounmpo,Giannis",24
7169,2021-02-06,"Middleton,Khris",20
7170,2021-02-06,"DiVincenzo,Donte",7
7171,2021-02-06,"Lopez,Brook",7
7172,2021-02-06,"Holiday,Jrue",20
7173,2021-02-06,"Portis,Bobby",3
7174,2021-02-06,"Forbes,Bryn",18
7175,2021-02-06,"Augustin,D.J.",9
7176,2021-02-06,"Connaughton,Pat",6
7177,2021-02-06,"Craig,Torrey",6
7178,2021-02-06,"Adams,Jaylen",2
7179,2021-02-06,"Antetokounmpo,Thanasis",2
7180,2021-02-06,"Wilson,D.J.",0
7181,2021-02-06,"Garland,Darius",17
7182,2021-02-06,"Sexton,Collin",17
7183,2021-02-06,"Drummond,Andre",28
7184,2021-02-06,"Okoro,Isaac",2
7185,2021-02-06,"Nance,Larry",4
7186,2021-02-06,"Allen,Jarrett",2
7187,2021-02-06,"Windler,Dylan",9
7188,2021-02-06,"Prince,Taurean",12
7189,2021-02-06,"Osman,Cedi",7
7190,2021-02-06,"Wade,Dean",0
7191,2021-02-06,"Stevens,Lamar",1
7192,2021-02-06,"DeRozan,DeMar",30
7193,2021-02-06,"Murray,Dejounte",11
7194,2021-02-06,"White,Derrick",14
7195,2021-02-06,"Poeltl,Jakob",2
7196,2021-02-06,"Johnson,Keldon",10
7197,2021-02-06,"Mills,Patty",9
7198,2021-02-06,"Gay,Rudy",14
7199,2021-02-06,"Eubanks,Drew",12
7200,2021-02-06,"Vassell,Devin",9
7201,2021-02-06,"Wall,John",27
7202,2021-02-06,"Oladipo,Victor",9
7203,2021-02-06,"Cousins,DeMarcus",12
7204,2021-02-06,"Tucker,P.J.",2
7205,2021-02-06,"Tate,Jae'Sean",4
7206,2021-02-06,"Gordon,Eric",26
7207,2021-02-06,"House,Danuel",12
7208,2021-02-06,"Nwaba,David",14
7209,2021-02-06,"Brown,Sterling",0
7210,2021-02-06,"Beasley,Malik",17
7211,2021-02-06,"Edwards,Anthony",20
7212,2021-02-06,"Reid,Naz",29
7213,2021-02-06,"Rubio,Ricky",8
7214,2021-02-06,"Vanderbilt,Jarred",2
7215,2021-02-06,"McDaniels,Jaden",8
7216,2021-02-06,"McLaughlin,Jordan",3
7217,2021-02-06,"Layman,Jake",16
7218,2021-02-06,"Nowell,Jaylen",15
7219,2021-02-06,"Okogie,Josh",0
7220,2021-02-06,"Davis,Ed",0
7221,2021-02-06,"Gilgeous-Alexander,Shai",31
7222,2021-02-06,"Dort,Luguentz",10
7223,2021-02-06,"Maledon,Théo",10
7224,2021-02-06,"Williams,Kenrich",10
7225,2021-02-06,"Bazley,Darius",13
7226,2021-02-06,"Diallo,Hamidou",15
7227,2021-02-06,"Muscala,Mike",22
7228,2021-02-06,"Jackson,Justin",6
7229,2021-02-06,"Miller,Darius",3
7230,2021-02-06,"Luwawu-Cabarrot,Timothé",13
7231,2021-02-06,"Harden,James",26
7232,2021-02-06,"Green,Jeff",10
7233,2021-02-06,"Jordan,DeAndre",6
7234,2021-02-06,"Harris,Joe",14
7235,2021-02-06,"Shamet,Landry",22
7236,2021-02-06,"Johnson,Tyler",4
7237,2021-02-06,"Brown,Bruce",7
7238,2021-02-06,"Pelle,Norvel",2
7239,2021-02-06,"Chiozza,Chris",4
7240,2021-02-06,"Simmons,Ben",16
7241,2021-02-06,"Harris,Tobias",21
7242,2021-02-06,"Embiid,Joel",33
7243,2021-02-06,"Curry,Seth",11
7244,2021-02-06,"Green,Danny",11
7245,2021-02-06,"Milton,Shake",15
7246,2021-02-06,"Korkmaz,Furkan",13
7247,2021-02-06,"Thybulle,Matisse",2
7248,2021-02-06,"Howard,Dwight",2
7249,2021-02-06,"Maxey,Tyrese",0
7250,2021-02-06,"Joe,Isaiah",0
7251,2021-02-06,"Curry,Stephen",57
7252,2021-02-06,"Green,Draymond",2
7253,2021-02-06,"Toscano-Anderson,Juan",2
7254,2021-02-06,"Oubre,Kelly",14
7255,2021-02-06,"Wiggins,Andrew",22
7256,2021-02-06,"Bazemore,Kent",20
7257,2021-02-06,"Lee,Damion",2
7258,2021-02-06,"Wanamaker,Brad",5
7259,2021-02-06,"Mulder,Mychal",8
7260,2021-02-06,"Dončić,Luka",42
7261,2021-02-06,"Finney-Smith,Dorian",10
7262,2021-02-06,"Kleber,Maxi",16
7263,2021-02-06,"Porziņģis,Kristaps",18
7264,2021-02-06,"Richardson,Josh",17
7265,2021-02-06,"Hardaway,Tim",11
7266,2021-02-06,"Brunson,Jalen",7
7267,2021-02-06,"Powell,Dwight",8
7268,2021-02-06,"Burke,Trey",5
7269,2021-02-06,"Morant,Ja",16
7270,2021-02-06,"Anderson,Kyle",21
7271,2021-02-06,"Tillman,Xavier",5
7272,2021-02-06,"Brooks,Dillon",9
7273,2021-02-06,"Dieng,Gorgui",8
7274,2021-02-06,"Valančiūnas,Jonas",23
7275,2021-02-06,"Allen,Grayson",8
7276,2021-02-06,"Jones,Tyus",8
7277,2021-02-06,"Bane,Desmond",5
7278,2021-02-06,"Melton,De'Anthony",6
7279,2021-02-06,"Ingram,Brandon",27
7280,2021-02-06,"Williamson,Zion",29
7281,2021-02-06,"Bledsoe,Eric",21
7282,2021-02-06,"Ball,Lonzo",16
7283,2021-02-06,"Adams,Steven",4
7284,2021-02-06,"Hart,Josh",1
7285,2021-02-06,"Lewis,Kira",6
7286,2021-02-06,"Hernangómez,Willy",6
7287,2021-02-06,"Redick,J.J.",8
7288,2021-02-06,"Grant,Jerami",32
7289,2021-02-06,"Plumlee,Mason",15
7290,2021-02-06,"Wright,Delon",22
7291,2021-02-06,"Bey,Saddiq",7
7292,2021-02-06,"Doumbouya,Sekou",4
7293,2021-02-06,"Mykhailiuk,Svi",11
7294,2021-02-06,"Jackson,Josh",28
7295,2021-02-06,"Stewart,Isaiah",4
7296,2021-02-06,"McGruder,Rodney",2
7297,2021-02-06,"Lee,Saben",4
7298,2021-02-06,"James,LeBron",33
7299,2021-02-06,"Davis,Anthony",30
7300,2021-02-06,"Caldwell-Pope,Kentavious",4
7301,2021-02-06,"Schröder,Dennis",22
7302,2021-02-06,"Gasol,Marc",5
7303,2021-02-06,"Caruso,Alex",10
7304,2021-02-06,"Kuzma,Kyle",14
7305,2021-02-06,"Harrell,Montrezl",7
7306,2021-02-06,"Horton-Tucker,Talen",10
7307,2021-02-07,"Beal,Bradley",31
7308,2021-02-07,"Westbrook,Russell",12
7309,2021-02-07,"Hachimura,Rui",5
7310,2021-02-07,"Avdija,Deni",4
7311,2021-02-07,"Len,Alex",2
7312,2021-02-07,"Smith,Ish",4
7313,2021-02-07,"Lopez,Robin",14
7314,2021-02-07,"Bertāns,Dāvis",6
7315,2021-02-07,"Wagner,Moritz",2
7316,2021-02-07,"Neto,Raul",10
7317,2021-02-07,"Brown,Troy",2
7318,2021-02-07,"Bonga,Isaac",0
7319,2021-02-07,"Mathews,Garrison",5
7320,2021-02-07,"Gill,Anthony",0
7321,2021-02-07,"Ball,LaMelo",19
7322,2021-02-07,"Rozier,Terry",26
7323,2021-02-07,"Hayward,Gordon",25
7324,2021-02-07,"Washington,P.J.",3
7325,2021-02-07,"Zeller,Cody",16
7326,2021-02-07,"Monk,Malik",11
7327,2021-02-07,"Bridges,Miles",11
7328,2021-02-07,"Martin,Caleb",4
7329,2021-02-07,"Biyombo,Bismack",0
7330,2021-02-07,"Martin,Cody",2
7331,2021-02-07,"Richards,Nick",2
7332,2021-02-07,"Mitchell,Donovan",27
